Table 8,,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,,
"by State by City, 2022",,,,,,,,,,,,
State,City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Highfill,"2,099",4,0,0,0,4,0,0,0,0,0
,Highland,"1,041",2,0,1,0,1,13,5,8,0,0
,Hope,"8,535",88,3,3,4,78,302,66,206,30,0
,Hot Springs,"38,174",196,5,32,29,130,"2,238",363,"1,687",188,14
,Hoxie,"2,710",5,0,1,0,4,22,8,11,3,0
,Jacksonville,"29,136",327,4,29,40,254,"1,350",238,969,143,18
,Johnson,"3,629",11,0,6,0,5,73,28,30,15,0
,Jonesboro,"79,865",516,9,83,43,381,"2,655",897,"1,549",209,11
,Judsonia,"1,877",5,0,4,0,1,21,3,14,4,0
,Kensett,"1,396",2,0,2,0,0,18,2,15,1,0
,Lake City,"2,517",9,0,4,0,5,11,5,4,2,0
,Lakeview,784,1,0,0,0,1,11,1,10,0,0
,Lake Village,"1,984",19,0,3,1,15,57,3,48,6,1
,Lamar,"1,738",4,0,1,0,3,21,4,17,0,0
,Lavaca,"2,474",11,0,4,0,7,21,2,16,3,0
,Leachville,"1,943",6,0,1,1,4,33,12,18,3,0
,Lewisville,866,17,0,3,0,14,14,9,5,0,0
,Lincoln,"2,309",12,0,0,0,12,30,7,19,4,1
,Little Flock,"3,037",10,0,2,0,8,27,9,13,5,0
,Little Rock,"201,513","3,694",79,250,429,"2,936","10,778","1,926","7,775","1,077",64
,Lonoke,"4,128",27,0,3,0,24,138,26,101,11,0
,Lowell,"10,402",22,0,4,0,18,102,49,50,3,0
,Luxora,894,3,0,0,0,3,1,1,0,0,0
,Magnolia,"11,059",60,3,6,6,45,381,140,217,24,2
,Malvern,"10,824",82,0,8,5,69,399,89,294,16,4
,Mansfield,"1,061",4,0,0,0,4,15,3,11,1,0
,Marianna,"3,635",24,1,4,2,17,117,24,87,6,0
,Marion,"13,602",96,2,8,5,81,378,74,268,36,4
,Marked Tree,"2,200",9,0,0,0,9,14,1,10,3,0
,Marmaduke,"1,228",0,0,0,0,0,6,1,5,0,0
,Marshall,"1,335",4,0,0,0,4,15,5,10,0,0
,Maumelle,"19,273",37,0,9,3,25,273,41,213,19,4
,Mayflower,"2,051",11,0,2,1,8,66,12,49,5,0
,McCrory,"1,502",5,0,1,0,4,27,3,23,1,0
,McGehee,"3,690",40,0,3,3,34,103,32,62,9,2
,Mena,"5,652",21,1,5,1,14,185,23,155,7,3
,Menifee,281,3,0,2,0,1,2,0,2,0,0
,Mineral Springs,"1,074",3,0,0,0,3,12,1,11,0,0
,Monette,"1,557",1,0,0,0,1,22,3,17,2,0
,Monticello,"8,200",42,1,9,1,31,164,25,124,15,2
,Morrilton,"7,104",27,1,5,1,20,283,19,255,9,4
,Mountain Home,"13,180",41,2,10,1,28,380,38,323,19,0
,Mountain View,"2,905",17,0,1,1,15,74,31,40,3,0
,Mulberry,"1,553",6,0,5,0,1,33,8,23,2,0
,Murfreesboro,"1,437",4,0,1,0,3,27,7,18,2,1
,Nashville,"4,083",16,0,4,2,10,121,26,91,4,1
,Norfork,473,0,0,0,0,0,1,0,1,0,0
,North Little Rock,"63,663",783,18,31,75,659,"2,950",476,"2,102",372,18
,Ola,926,0,0,0,0,0,5,0,3,2,0
,Osceola,"6,621",142,3,4,9,126,200,82,92,26,5
,Ozark,"3,575",31,6,1,1,23,48,19,27,2,1
,Paragould,"30,296",346,0,37,14,295,"1,152",168,893,91,4
,Paris,"3,221",31,1,7,0,23,81,34,39,8,0
,Patterson,299,0,0,0,0,0,6,0,5,1,0
,Pea Ridge,"7,643",20,0,12,0,8,63,16,43,4,0
,Perryville,"1,383",2,0,2,0,0,51,7,43,1,0
,Piggott,"3,532",6,0,1,0,5,43,14,28,1,2
,Pine Bluff,"39,549",644,17,34,62,531,"2,025",375,"1,330",320,23
,Plumerville,736,1,0,0,0,1,12,2,10,0,0
,Pocahontas,"7,657",28,0,13,0,15,191,26,156,9,1
,Pottsville,"3,232",4,0,0,0,4,27,5,22,0,0
,Prairie Grove,"7,714",21,0,1,0,20,93,36,51,6,0
,Prescott,"2,976",11,0,3,0,8,50,11,34,5,0
,Quitman,694,2,0,1,0,1,35,1,32,2,1
,Ravenden,428,4,0,1,0,3,5,1,4,0,0
,Redfield,"1,508",11,0,1,0,10,18,5,10,3,1
,Rogers,"72,115",285,1,82,14,188,"1,539",127,"1,303",109,3
,Rose Bud,499,0,0,0,0,0,6,1,5,0,0
,Russellville,"29,533",165,0,17,3,145,842,80,692,70,0
,Salem,"1,577",3,0,1,0,2,13,2,10,1,0
,Searcy,"23,175",119,2,31,8,78,856,79,711,66,5
,Shannon Hills,"4,625",23,4,3,0,16,37,17,14,6,0
,Sheridan,"5,073",17,0,2,0,15,77,19,55,3,2
,Sherwood,"33,232",258,1,21,11,225,853,170,593,90,4
,Siloam Springs,"17,957",102,0,26,5,71,404,83,283,38,2
,Springdale,"90,892",496,4,120,30,342,"2,293",250,"1,764",279,4
,Stamps,"1,191",11,0,1,0,10,24,10,12,2,0
,Star City,"2,284",27,1,6,3,17,55,9,39,7,0
,Stuttgart,"7,847",93,3,7,2,81,304,63,226,15,1
,Swifton,742,2,0,0,0,2,8,1,6,1,0
,Texarkana,"29,339",292,7,13,20,252,"1,069",187,799,83,3
,Tontitown,"6,700",17,0,7,0,10,103,14,44,45,0
,Trumann,"7,283",67,0,14,2,51,292,60,217,15,2
,Tuckerman,"1,750",9,0,3,0,6,12,2,9,1,0
,Turrell,498,0,0,0,0,0,3,1,2,0,0
,Van Buren,"23,533",106,1,23,4,78,740,224,454,62,2
,Vilonia,"4,519",3,0,1,0,2,42,10,32,0,0
,Waldron,"3,313",10,0,3,1,6,118,51,58,9,0
,Walnut Ridge,"5,495",18,0,2,0,16,52,20,23,9,1
,Ward,"6,621",46,0,3,2,41,129,35,87,7,1
,Warren,"5,325",19,0,3,1,15,99,40,53,6,0
,Weiner,631,0,0,0,0,0,10,4,5,1,0
,West Fork,"2,330",5,0,2,0,3,38,3,33,2,0
,West Memphis,"23,809",628,12,25,44,547,"1,131",203,739,189,8
,White Hall,"5,579",12,0,2,0,10,62,22,32,8,0
,Wynne,"8,234",87,2,11,1,73,251,48,173,30,1
CALIFORNIA,Adelanto,"38,380",344,0,11,37,296,359,71,193,95,
,Agoura Hills,"19,397",32,0,5,4,23,255,69,163,23,
,Alameda,"74,441",232,1,17,100,114,"3,200",297,"2,302",601,20
,Albany,"19,011",40,0,5,16,19,564,70,432,62,12
,Alhambra,"79,703",160,0,12,73,75,"2,044",251,"1,453",340,6
,Aliso Viejo,"51,477",44,1,0,8,35,351,41,257,53,1
,American Canyon,"21,412",75,0,5,16,54,389,29,287,73,
,Anaheim,"344,795","2,641",12,125,380,"2,124","9,548","1,693","6,055","1,800",42
,Anderson,"11,447",72,0,13,12,47,399,72,268,59,3
,Angels Camp,"3,846",14,0,1,3,10,90,15,64,11,
,Antioch,"114,338",702,9,37,159,497,"2,528",432,"1,456",640,16
,Apple Valley,"76,520",433,4,26,45,358,"1,138",231,717,190,
,Arcadia,"54,202",141,0,17,47,77,"1,653",390,"1,147",116,6
,Arcata,"19,144",120,2,5,24,89,537,58,351,128,13
,Arroyo Grande,"18,492",92,0,9,5,78,267,67,165,35,2
,Artesia,"15,608",88,1,4,18,65,413,125,206,82,
,Atascadero,"29,679",118,0,21,12,85,425,80,312,33,7
,Atherton,"6,704",6,0,0,0,6,77,18,58,1,
,Atwater,"32,157",271,5,18,39,209,805,90,635,80,28
,Auburn,"13,933",58,0,14,4,40,214,34,162,18,4
,Avalon,"3,303",20,0,1,0,19,47,10,32,5,
,Avenal,"13,873",43,0,2,4,37,66,24,31,11,0
,Azusa,"47,754",138,5,11,42,80,991,180,630,181,
,Bakersfield,"411,873","2,250",38,129,664,"1,419","16,361","3,184","8,319","4,858",
,Baldwin Park,"69,205",317,9,14,64,230,"1,102",205,613,284,17
,Banning,"31,050",180,5,17,18,140,482,118,266,98,
,Barstow,"25,465",277,6,10,54,207,589,169,238,182,
,Bear Valley,120,1,0,1,0,0,10,2,7,1,
,Beaumont,"57,067",200,2,11,16,171,704,170,426,108,0
,Bell,"32,140",203,3,15,41,144,415,96,213,106,
,Bellflower,"75,830",445,4,31,112,298,"1,892",342,915,635,
,Bell Gardens,"37,720",146,5,7,43,91,416,62,179,175,
,Belmont,"26,277",40,0,9,6,25,371,73,265,33,6
,Belvedere,"2,089",0,0,0,0,0,15,2,11,2,
,Benicia,"26,599",43,2,8,13,20,433,67,303,63,
,Berkeley,"114,872",667,3,90,292,282,"6,483","1,036","4,611",836,52
,Beverly Hills,"31,163",154,0,8,57,89,"1,365",269,986,110,
,Big Bear ,"5,085",72,1,7,3,61,78,15,58,5,
,Bishop,"3,817",31,0,2,3,26,206,34,160,12,
,Blythe,"17,853",108,2,7,11,88,239,71,127,41,10
,Bradbury,878,0,0,0,0,0,9,7,2,0,
,Brawley,"26,650",95,0,7,12,76,677,107,475,95,
,Brea,"47,617",91,1,7,26,57,"1,543",166,"1,254",123,6
,Brentwood,"65,243",200,2,28,57,113,"1,351",226,992,133,
,Brisbane,"4,503",7,0,0,1,6,141,31,79,31,
,Broadmoor,"4,136",14,0,1,4,9,78,14,48,16,
,Buellton,"5,152",6,0,1,3,2,91,10,64,17,
,Buena Park,"82,065",202,1,22,73,106,"2,389",269,"1,601",519,
,Burbank,"103,516",321,1,21,83,216,"2,819",278,"2,246",295,39
,Burlingame,"29,003",59,0,9,12,38,"1,013",128,781,104,
,Calabasas,"22,628",33,0,4,8,21,356,87,238,31,
,Calexico,"38,515",52,2,6,19,25,691,185,267,239,81
,California City,"15,138",77,1,2,5,69,199,82,78,39,
,Calimesa,"11,667",26,0,0,6,20,301,53,205,43,
,Calistoga,"5,151",14,0,3,3,8,71,13,51,7,
,Camarillo,"70,872",38,2,1,13,22,912,73,779,60,
,Campbell,"41,605",147,0,25,34,88,"1,277",237,819,221,
,Canyon Lake,"11,238",13,0,1,1,11,76,11,45,20,
,Capitola,"9,748",26,0,6,5,15,306,24,260,22,
,Carlsbad,"115,531",241,0,29,48,164,"2,047",296,"1,565",186,11
,Carmel,"3,176",8,0,0,2,6,73,18,53,2,1
,Carpinteria,"12,986",31,0,0,6,25,165,9,140,16,
,Carson,"92,021",436,7,15,122,292,"2,525",372,"1,311",842,
,Central Marin,"35,543",51,0,8,3,40,698,112,503,83,
,Ceres,"49,282",255,0,21,56,178,"1,066",126,761,179,
,Cerritos,"47,325",139,0,9,58,72,"1,836",250,"1,301",285,
,Chico,"102,499",589,1,80,60,448,"1,703",224,"1,214",265,
,Chino,"94,611",274,0,31,59,184,"2,538",314,"1,942",282,8
,Chino Hills,"78,786",127,1,18,14,94,"1,140",258,796,86,
,Chowchilla,"19,195",119,0,8,5,106,192,35,117,40,
,Chula Vista,"277,976",975,8,33,295,639,"3,550",519,"2,035",996,38
,Citrus Heights,"86,896",353,4,35,69,245,"1,771",232,"1,248",291,23
,Claremont,"35,068",104,3,6,20,75,844,221,541,82,
,Clayton,"10,880",15,0,1,2,12,69,9,56,4,2
,Clearlake,"16,901",143,1,12,17,113,359,119,162,78,
,Cloverdale,"8,933",18,0,1,2,15,71,8,57,6,
,Clovis,"125,348",236,2,34,38,162,"2,173",190,"1,796",187,7
,Coachella,"43,065",154,9,1,36,108,718,90,464,164,
,Coalinga,"17,546",126,0,4,6,116,150,55,85,10,
,Colma,"1,612",44,0,1,20,23,801,117,649,35,
,Colton,"54,597",216,7,10,64,135,"1,250",200,773,277,8
,Colusa,"6,444",16,0,8,3,5,76,16,49,11,
,Commerce,"11,787",183,6,8,70,99,"1,634",244,894,496,
,Compton,"91,625","1,045",19,34,295,697,"2,449",279,"1,158","1,012",
,Concord,"122,982",792,4,37,177,574,"3,444",514,"2,369",561,68
,Corcoran,"22,609",110,3,8,7,92,289,43,185,61,2
,Corning,"8,191",50,0,8,1,41,243,33,163,47,3
,Corona,"161,946",350,4,37,105,204,"3,891",642,"2,595",654,
,Coronado,"19,706",56,0,12,6,38,327,42,252,33,0
,Costa Mesa,"109,785",647,1,66,139,441,"3,905",540,"2,983",382,
,Cotati,"7,437",28,0,1,2,25,91,17,57,17,
,Covina,"49,590",163,2,9,59,93,"1,390",557,671,162,12
,Crescent City,"6,732",82,0,6,9,67,407,41,347,19,
,Cudahy,"21,807",157,2,10,35,110,290,68,117,105,
,Culver City,"39,271",289,0,17,118,154,"2,160",291,"1,603",266,15
,Cupertino,"56,950",66,1,15,18,32,758,161,535,62,
,Cypress,"49,588",57,1,7,24,25,983,270,549,164,5
,Daly City,"98,021",348,1,22,94,231,"2,100",145,"1,623",332,
,Dana Point,"32,534",55,1,3,9,42,403,65,261,77,2
,Danville,"42,945",14,0,1,5,8,291,43,221,27,
,Davis,"66,939",170,1,31,31,107,"1,884",169,"1,599",116,9
,Delano,"52,484",180,3,16,35,126,"1,096",120,544,432,31
,Del Mar,"3,891",6,0,2,2,2,119,25,72,22,1
,Del Rey Oaks,"1,568",4,0,0,0,4,81,1,77,3,0
,Desert Hot Springs,"32,923",219,4,17,36,162,507,100,178,229,
,Diamond Bar,"52,713",92,0,13,25,54,969,256,614,99,
,Dinuba,"25,650",121,1,8,17,95,584,91,421,72,21
,Dixon,"19,001",64,0,8,8,48,293,36,224,33,4
,Dorris,868,7,0,0,0,7,21,9,9,3,
,Dos Palos,"5,793",34,0,2,3,29,71,14,37,20,
,Downey,"109,226",503,10,33,194,266,"2,895",282,"1,616",997,
,Duarte,"20,849",67,0,5,16,46,371,67,233,71,
,Dunsmuir,"1,720",18,0,0,0,18,24,6,16,2,
,East Palo Alto,"27,800",178,5,14,66,93,643,61,420,162,
,Eastvale,"72,753",97,2,6,24,65,"1,232",146,940,146,
,El Cajon,"104,693",491,0,29,117,345,"1,684",265,"1,077",342,23
,El Centro,"44,076",151,4,15,29,103,919,160,641,118,25
,El Cerrito,"25,718",111,1,1,60,49,"1,039",104,791,144,17
,Elk Grove,"180,372",364,1,22,72,269,"2,366",263,"1,912",191,5
,El Monte,"104,695",402,4,31,153,214,"1,957",443,990,524,17
,El Segundo,"16,550",117,1,8,43,65,897,293,460,144,2
,Emeryville,"12,781",142,0,3,79,60,"1,928",150,"1,495",283,5
,Encinitas,"61,488",112,0,4,17,91,920,147,667,106,1
,Escalon,"7,552",24,0,2,2,20,106,11,85,10,
,Escondido,"150,072",518,2,41,146,329,"2,694",416,"1,702",576,16
,Etna,685,4,0,0,0,4,7,1,5,1,
,Exeter,"10,318",23,3,3,1,16,202,27,159,16,
,Fairfax,"7,477",11,0,3,0,8,43,4,34,5,
,Fairfield,"119,583",589,11,60,179,339,"3,045",359,"2,153",533,
,Farmersville,"10,351",48,0,1,3,44,117,21,72,24,
,Ferndale,"1,399",4,0,0,0,4,11,4,7,0,2
,Fillmore,"16,581",15,0,2,3,10,171,17,114,40,
,Firebaugh,"8,126",28,0,2,5,21,93,13,58,22,
,Folsom,"83,011",115,0,20,16,79,"1,211",162,945,104,
,Fontana,"212,730",611,3,75,180,353,"2,738",445,"1,688",605,17
,Fort Bragg,"6,968",53,0,5,16,32,224,33,180,11,5
,Fort Jones,700,2,0,0,0,2,5,3,2,0,
,Fortuna,"12,481",41,0,15,7,19,210,25,158,27,7
,Foster City,"31,389",42,0,6,10,26,385,54,298,33,2
,Fountain Valley,"55,941",85,0,9,30,46,"1,247",182,921,144,
,Fowler,"7,123",33,0,1,0,32,94,17,59,18,
,Fremont,"223,430",467,4,38,154,271,"6,418",997,"4,214","1,207",25
,Fresno,"546,871","4,732",61,242,963,"3,466","18,862","3,980","11,748","3,134",121
,Fullerton,"140,587",551,1,79,150,321,"3,730",749,"2,398",583,
,Galt,"25,463",98,0,15,21,62,389,55,290,44,
,Gardena,"58,535",376,3,14,125,234,"1,845",212,"1,014",619,6
,Garden Grove,"169,157",526,3,56,148,319,"3,707",650,"2,474",583,30
,Gilroy,"56,742",273,0,48,77,148,"1,237",184,681,372,
,Glendale,"188,599",283,0,18,130,135,"3,444",486,"2,545",413,
,Glendora,"50,650",138,0,16,32,90,"1,158",199,869,90,
,Goleta,"32,929",49,1,4,9,35,535,88,415,32,
,Gonzales,"8,514",22,0,2,4,16,93,18,61,14,0
,Grand Terrace,"13,277",72,0,3,7,62,268,52,178,38,
,Grass Valley,"13,895",173,1,8,13,151,410,61,294,55,7
,Greenfield,"19,157",82,1,12,11,58,188,34,119,35,8
,Gridley,"7,349",31,1,9,2,19,138,29,87,22,
,Grover Beach,"12,728",33,0,4,4,25,286,58,212,16,3
,Guadalupe,"8,973",5,0,1,0,4,105,25,52,28,
,Gustine,"6,115",28,0,1,3,24,65,9,46,10,3
,Hanford,"58,990",253,3,28,26,196,799,113,517,169,13
,Hawaiian Gardens,"13,510",79,3,3,18,55,324,84,151,89,
,Hawthorne,"84,283",635,6,53,175,401,"1,773",284,902,587,
,Hayward,"156,458",559,9,55,241,254,"4,539",502,"2,429","1,608",
,Healdsburg,"11,229",32,1,6,3,22,230,17,196,17,4
,Hemet,"91,046",420,6,21,98,295,"1,878",563,828,487,11
,Hercules,"26,157",37,0,7,6,24,218,30,134,54,
,Hermosa Beach,"18,902",55,0,7,8,40,535,106,363,66,7
,Hesperia,"101,748",609,3,41,102,463,"1,433",323,815,295,
,Hidden Hills,"1,680",1,0,0,0,1,9,4,4,1,
,Highland,"57,248",416,6,14,62,334,757,154,442,161,
,Hillsborough,"10,678",5,0,1,0,4,82,49,30,3,0
,Hollister,"44,823",137,2,22,21,92,343,34,244,65,9
,Holtville,"5,561",18,0,0,1,17,59,12,38,9,
,Hughson,"7,542",2,0,0,1,1,52,8,30,14,
,Huntington Beach,"194,618",494,3,68,108,315,"4,364",494,"3,369",501,
,Huntington Park,"52,507",416,5,20,212,179,"1,991",374,866,751,
,Huron,"6,243",64,0,3,10,51,51,15,24,12,
,Imperial,"21,626",20,0,1,0,19,78,13,50,15,
,Imperial Beach,"25,933",103,2,3,25,73,274,35,161,78,0
,Indian Wells,"4,914",11,0,2,2,7,142,32,97,13,
,Indio,"91,604",308,7,28,46,227,"1,525",220,965,340,
,Industry,241,79,1,3,43,32,"1,430",332,903,195,
,Inglewood,"102,879",684,17,54,293,320,"2,983",312,"1,569","1,102",
,Irvine,"311,696",234,4,35,41,154,"4,611",833,"3,488",290,19
,Irwindale,"1,410",25,2,0,6,17,287,90,143,54,3
,Isleton,792,17,0,1,1,15,34,14,18,2,
,Jackson,"5,196",33,0,5,1,27,104,15,82,7,
,Jurupa Valley,"108,601",349,4,7,80,258,"2,958",314,"1,782",862,
,Kensington,"5,028",2,0,0,0,2,108,22,70,16,0
,Kerman,"16,304",84,0,3,11,70,245,34,170,41,
,King City,"13,518",65,2,4,5,54,190,37,86,67,
,Kingsburg,"12,879",37,1,6,5,25,247,66,140,41,
,La Canada Flintridge,"19,682",24,0,2,6,16,357,106,245,6,
,Lafayette,"25,031",25,0,1,11,13,316,41,240,35,
,Laguna Beach,"22,559",88,1,11,10,66,358,63,254,41,
,Laguna Hills,"30,610",58,0,1,14,43,420,141,214,65,1
,Laguna Niguel,"64,119",61,1,3,13,44,670,102,493,75,2
,Laguna Woods,"17,249",4,1,0,1,2,90,14,58,18,2
,La Habra,"62,082",262,5,19,54,184,"1,234",212,884,138,7
,La Habra Heights,"5,434",3,0,2,0,1,57,25,30,2,
,Lake Elsinore,"72,730",139,0,9,34,96,"1,805",254,"1,214",337,
,Lake Forest,"85,480",104,0,11,35,58,901,124,652,125,12
,Lakeport,"5,171",45,0,4,5,36,133,15,101,17,2
,Lake Shastina,"2,537",3,0,0,0,3,13,2,8,3,
,Lakewood,"78,858",369,0,19,109,241,"1,846",237,"1,181",428,
,La Mesa,"60,333",184,1,10,49,124,"1,256",172,883,201,19
,La Mirada,"45,683",81,1,7,28,45,852,146,578,128,
,Lancaster,"167,481","1,453",13,83,335,"1,022","3,142",756,"1,322","1,064",
,La Palma,"15,236",37,0,3,16,18,305,35,229,41,3
,La Puente,"36,563",116,1,5,35,75,432,87,232,113,
,La Quinta,"38,715",70,1,4,19,46,"1,004",127,814,63,
,La Verne,"30,060",57,0,10,17,30,664,123,489,52,1
,Lawndale,"30,480",133,1,10,28,94,512,79,257,176,
,Lemon Grove,"27,208",166,3,4,45,114,477,70,262,145,7
,Lemoore,"27,485",125,0,20,7,98,438,57,293,88,1
,Lincoln,"51,456",94,1,29,7,57,454,65,334,55,7
,Lindsay,"12,608",44,0,1,12,31,216,45,121,50,
,Livermore,"85,151",190,2,36,56,96,"1,596",182,"1,204",210,
,Livingston,"14,897",72,3,2,15,52,247,28,188,31,3
,Loma Linda,"25,350",71,2,7,8,54,554,127,344,83,
,Lomita,"19,981",93,0,6,23,64,331,45,205,81,
,Lompoc,"43,363",219,5,19,47,148,845,107,450,288,
,Long Beach,"447,528","2,455",36,198,707,"1,514","11,630","2,137","6,424","3,069",213
,Los Alamitos,"11,615",34,0,3,9,22,331,148,111,72,0
,Los Altos,"29,847",20,0,3,8,9,360,100,238,22,3
,Los Altos Hills,"8,084",2,0,2,0,0,77,54,22,1,
,Los Angeles,"3,809,182","31,772",387,"2,083","9,124","20,178","103,171","15,013","62,665","25,493","1,881"
,Los Banos,"47,398",188,1,18,38,131,"1,119",163,777,179,
,Los Gatos,"31,640",54,0,7,5,42,578,111,417,50,3
,Lynwood,"64,142",514,8,21,189,296,"1,615",143,713,759,
,Madera,"69,395",320,2,33,54,231,"1,122",132,748,242,27
,Malibu,"10,226",59,0,10,9,40,420,78,317,25,
,Mammoth Lakes,"7,325",29,0,6,0,23,126,21,101,4,
,Manhattan Beach,"33,888",65,0,14,17,34,995,138,750,107,
,Manteca,"87,677",234,3,25,63,143,"1,655",186,"1,204",265,
,Marina,"22,651",74,1,11,15,47,421,73,306,42,11
,Martinez,"36,498",106,0,18,31,57,556,78,349,129,
,Marysville,"12,711",92,1,13,16,62,269,44,116,109,
,Maywood,"24,040",135,3,5,45,82,379,95,171,113,
,McFarland,"14,755",81,3,10,13,55,157,21,66,70,
,Mendota,"12,819",78,0,6,3,69,171,31,64,76,
,Menifee,"109,673",318,1,33,32,252,"1,505",164,"1,066",275,4
,Menlo Park,"31,332",90,0,8,10,72,554,120,385,49,
,Merced,"92,191",738,6,107,154,471,"2,528",381,"1,722",425,133
,Mill Valley,"14,023",9,0,0,2,7,156,30,113,13,
,Milpitas,"77,790",197,2,13,71,111,"2,845",353,"2,123",369,
,Mission Viejo,"91,382",83,1,8,19,55,"1,021",110,808,103,1
,Modesto,"219,083","1,669",10,111,292,"1,256","5,264",582,"3,891",791,94
,Monrovia,"37,104",107,0,9,32,66,904,132,667,105,8
,Montague,"1,232",19,0,3,0,16,22,6,10,6,
,Montclair,"38,203",239,3,9,61,166,"1,570",306,879,385,45
,Montebello,"59,909",328,2,18,92,216,"1,741",183,951,607,
,Monterey,"29,709",111,1,12,19,79,673,84,537,52,
,Monterey Park,"58,352",154,0,7,70,77,"1,227",245,709,273,
,Monte Sereno,"3,307",2,0,0,0,2,37,18,16,3,0
,Moorpark,"35,692",17,1,1,6,9,215,22,161,32,
,Moraga,"16,550",30,0,4,4,22,155,42,94,19,0
,Moreno Valley,"214,014",791,10,22,239,520,"4,367",638,"2,890",839,
,Morgan Hill,"45,134",144,1,20,14,109,656,106,424,126,1
,Morro Bay,"10,807",55,1,3,2,49,150,23,118,9,
,Mountain View,"80,588",223,1,22,49,151,"2,386",400,"1,804",182,29
,Mount Shasta,"3,257",20,0,2,0,18,26,6,14,6,
,Murrieta,"114,655",314,1,28,44,241,"1,428",241,961,226,10
,Napa,"78,586",255,2,24,44,185,"1,162",151,857,154,
,National City,"55,676",342,7,21,101,213,"1,244",184,763,297,11
,Needles,"4,880",91,0,10,7,74,114,40,60,14,
,Newark,"46,861",150,4,19,48,79,"2,048",389,"1,318",341,5
,Newman,"12,310",26,0,6,3,17,101,14,64,23,
,Newport Beach,"84,254",158,0,22,46,90,"1,749",359,"1,248",142,
,Norco,"26,205",53,0,2,9,42,732,121,528,83,
,Norwalk,"98,259",379,3,19,111,246,"1,838",269,"1,011",558,17
,Novato,"52,412",126,2,12,14,98,850,98,556,196,11
,Oakdale,"23,284",85,0,14,7,64,325,40,249,36,
,Oakland,"428,374","6,516",121,330,"2,736","3,329","27,737","2,693","17,347","7,697",191
,Oakley,"44,061",101,2,9,10,80,505,71,323,111,
,Oceanside,"171,844",826,8,51,173,594,"3,448",495,"2,469",484,42
,Ojai,"7,566",4,0,1,0,3,72,15,53,4,
,Ontario,"180,004",582,7,104,150,321,"3,833",653,"2,254",926,35
,Orange Cove,"9,593",34,0,1,2,31,42,5,29,8,
,Orinda,"19,441",11,0,1,7,3,125,28,83,14,
,Orland,"8,346",21,0,3,3,15,96,9,61,26,
,Oroville,"19,868",209,3,37,31,138,712,101,408,203,17
,Pacifica,"35,742",88,0,15,10,63,532,86,385,61,
,Pacific Grove,"14,902",13,0,0,1,12,116,13,100,3,0
,Palmdale,"162,316",904,18,38,198,650,"2,516",443,"1,441",632,
,Palm Desert,"51,918",182,2,9,32,139,"2,024",303,"1,477",244,
,Palm Springs,"45,463",318,5,33,67,213,"2,253",394,"1,430",429,
,Palo Alto,"64,922",134,0,22,45,67,"1,945",147,"1,688",110,16
,Palos Verdes Estates,"12,767",4,0,0,1,3,138,48,79,11,0
,Paradise,"5,860",21,0,4,0,17,80,22,45,13,
,Paramount,"51,405",309,4,20,111,174,"1,406",183,731,492,
,Parlier,"14,760",110,1,5,12,92,170,24,98,48,
,Pasadena,"133,312",511,7,28,117,359,"3,049",543,"2,172",334,33
,Paso Robles,"31,966",98,0,13,14,71,524,42,433,49,
,Patterson,"23,836",43,1,5,10,27,349,58,207,84,
,Perris,"80,784",244,5,6,73,160,"2,062",194,"1,359",509,
,Petaluma,"59,129",302,2,37,47,216,714,89,521,104,
,Pico Rivera,"59,557",293,4,22,79,188,"1,423",285,689,449,
,Piedmont,"10,853",22,0,5,5,12,410,39,322,49,
,Pinole,"18,651",72,1,9,22,40,539,50,417,72,
,Pismo Beach,"8,015",95,0,3,8,84,293,31,245,17,
,Pittsburg,"76,488",456,2,41,112,301,"1,673",234,927,512,
,Placentia,"50,764",118,0,2,14,102,905,301,475,129,3
,Placerville,"10,951",61,1,4,9,47,212,31,161,20,6
,Pleasant Hill,"34,060",106,0,5,32,69,"1,628",177,"1,308",143,
,Pleasanton,"76,350",84,0,13,18,53,"1,350",144,"1,108",98,
,Pomona,"145,600",860,14,81,244,521,"4,393",774,"2,640",979,
,Porterville,"62,865",305,6,27,60,212,"1,307",178,782,347,5
,Port Hueneme,"21,545",57,0,8,11,38,392,35,297,60,
,Poway,"48,011",83,0,3,18,62,459,73,343,43,2
,Rancho Cordova,"81,041",382,4,23,92,263,"1,809",333,"1,081",395,
,Rancho Cucamonga,"175,714",651,1,39,110,501,"3,546",721,"2,545",280,
,Rancho Mirage,"17,598",58,1,2,8,47,731,142,496,93,
,Rancho Palos Verdes,"40,403",52,0,4,6,42,407,87,284,36,
,Rancho Santa Margarita,"46,889",18,0,1,4,13,220,26,176,18,3
,Red Bluff,"14,529",133,1,19,29,84,722,81,515,126,43
,Redlands,"73,554",206,1,31,81,93,"2,265",292,"1,713",260,7
,Redondo Beach,"68,332",282,0,11,78,193,"1,561",280,"1,108",173,
,Redwood City,"79,182",312,2,41,99,170,"1,578",234,"1,079",265,
,Reedley,"25,269",148,3,11,12,122,352,88,199,65,
,Rialto,"104,589",525,3,61,152,309,"3,036",384,"2,137",515,
,Richmond,"115,043","1,005",17,24,240,724,"3,117",252,"1,830","1,035",33
